Code,type,Profession
7414,AR,عمال غابويون في خشب الاستعمال المنزلي
7415,AR,جامعو الحلفة، الدوم، الفلين ومن يشابهونهم
7415,FR,"ramasseurs d'alfa, de doum, de liège et assimilés"
7415,FR,"ramasseurs d'alfa et de doum, liège et assimilés"
7419,FR,autres ouvriers forestiers n.c.a.
7419,AR,عمال وعمال يدويون اخرون في الغابات غير مصنفين اعاله
7419,FR,autres ouvriers forestiers n.c.a
7419,AR,عمال وعمال يدويون اخرون في الغابات غير مصنفين اعلاه
7420,FR,ouvriers et manœuvres de la chasse
7420,AR,عمال وعمال يدويون في القنص
8111,FR,mineurs et conducteurs d'installations de mine
8111,AR,المنجميون ومسيرو التجهيزات المنجمية
8111,AR,المنجميون و مسيرو التجهيزات المنجمية
8112,FR,conducteurs d'installations de préparation des minerais et des roches
8112,AR,مسيرو تجهيزات تحضير المنتوجات المنجمية والاحجار
8112,AR,مسيرو تجهيزات تحضير المنتوجات المنجمية واالحجار
8113,FR,"foreurs, sondeurs de puits et assimilés"
8113,AR,الحفارون واللحامون ومن يشابهونهم
8113,AR,الحفارون و اللحامون و من يشابهونهم
8114,FR,"conducteurs de machines à fabriquer du ciment, de la pierre et d'autres produits minéraux"
8114,AR,مسيرو الات صنع الاسمنت وصنع مواد معدنية اخري
8114,AR,مسيرو االت صنع االسمنت وصنع مواد معدنية اخري
8119,FR,autres conducteurs d'installations d'exploitation minière et d'extraction des minéraux n.c.a.
8119,AR,مسيرو تجهيزات استخراج واستغالل المنتوجات المنجمية اخرون غير مصنفين اعاله
8119,FR,autres conducteurs d'installations d'exploitation minière et d'extraction des minéraux n.c.a
8119,AR,مسيرو تجهيزات استخراج واستغلال المنتوجات المنجمية اخرون غير مصنفين اعلاه
8121,AR,م سيرو تجهيزات تحويل و معالجة المواد المعدنية
8121,AR,مسيرو تجهيزات تحويل ومعالجة المواد المعدنية
8121,FR,conducteurs d'installations de transformation et de traitement des métaux
8122,FR,conducteurs d'installations de traitement superficiel des métaux
8122,AR,مسيرو تجهيزات المعالجة السطحية للمواد المعدنية
8129,FR,autres conducteurs d'installations de transformation et de traitement superficiel des métaux n.c.a.
8129,FR,autres conducteurs d'installations de transformation et de traitement superficiel des métaux n.c.a
8129,AR,مسيرو تجهيزات تحويل و معالجة المواد المعدنية السطحية اخرون غير مصنفين اعاله
8129,AR,مسيرو تجهيزات تحويل ومعالجة المواد المعدنية السطحية اخرون غير مصنفين اعلاه
8131,FR,conducteurs d'installations et de machines de traitement chimique
8131,AR,مسيرو التجهيزات والات المعالجة الكيميايية
8131,AR,مسيرو التجهيزات و االت المعالجة الكيميايية
8132,AR,مسيرو الات صناعة مواد التصوير
8132,FR,conducteurs de machines pour la fabrication des produits photographiques
8132,AR,مسيرو االت صناعة مواد التصوير
8139,FR,autres conducteurs d'installations et de machines pour la fabrication des produits chimiques et photographiques n.c.a.
8139,AR,مسيرو التجهيزات و االت صناعة المواد الكيماوية و مواد التصوير اخرون غير مصنف ي ن اعاله
8139,AR,مسيرو التجهيزات والات صناعة المواد الكيماوية ومواد التصوير اخرون غير مصنفين اعلاه
8139,FR,autres conducteurs d'installations et de machines pour la fabrication des produits chimiques et photographiques n.c.a
8141,AR,مسيرو االت صناعة المواد المطاطية
8141,FR,conducteurs de machines pour la fabrication des produits en caoutchouc
8141,AR,مسيرو الات صناعة المواد المطاطية
8142,FR,conducteurs de machines pour la fabrication de produits en matières plastiques
8142,AR,مسيرو االت صناعة المواد والمنتوجات البالستيكية
8142,AR,مسيرو الات صناعة المواد والمنتوجات البلاستيكية
8143,AR,مسيرو الالات صناعة الورق
8143,AR,مسيرو االالت صناعة الورق
8143,FR,conducteurs de machines de papeterie
8149,FR,"autres conducteurs de machines pour la fabrication de produits en caoutchouc, en matières plastiques et en papeterie n.c.a."
8149,FR,"autres conducteurs de machines pour la fabrication de produits en caoutchouc, en matières plastiques et en papeterie n.c.a"
8149,AR,مسيرو االت صناعة المواد المطاطية والبالستيكية و الورقية اخرون غير مصنف ي ن اعاله
8149,AR,مسيرو الات صناعة المواد المطاطية والبلاستيكية والورقية اخرون غير مصنفين اعلاه
8151,AR,مسيرو الات تهيي الالياف والخيوط للغزل والتلفيف
8151,FR,"conducteurs de machines à préparer les fibres, à filer et à bobiner"
8151,AR,مسيرو االت تهيي االلياف والخيوط للغزل والتلفيف
8152,AR,مسيرو االت النسيج والحباكة
8152,AR,مسيرو الات النسيج والحباكة
8152,FR,conducteurs de machines mécaniques à tisser et à tricoter
8153,FR,conducteurs de machines à coudre
8153,AR,مسيرو االت الخياطة
8153,AR,مسيرو الات الخياطة
8154,AR,مسيرو االت تبييض، تلوين وتنظيف المنسوجات
8154,FR,"conducteurs de machines à blanchir, à teindre et à nettoyer les tissus"
8154,AR,مسيرو الات تبييض، تلوين وتنظيف المنسوجات
8155,FR,conducteurs de machines à préparer les fourrures et le cuir
8155,AR,مسيرو الات تهيي الفراء والجلد
8155,AR,مسيرو االت تهيي الفراء والجلد
8156,AR,مسيرو الات صناعة الاحذية وما يشابهها
8156,AR,مسيرو االت صناعة االحذية وما يشابهها
8156,FR,conducteurs de machines pour la fabrication des chaussures et assimilés
8157,FR,conducteurs de machines de blanchisserie
8157,AR,مسيرو الات الغسيل
8157,AR,مسيرو االت الغسيل
8159,FR,autres conducteurs de machines pour la fabrication de produits textiles et d'articles en fourrure et en cuir n.c.a
8159,AR,مسيرو االت صناعة المواد النسيجية و الفراء والجلد اخرون غير مصنفين اعاله
8159,AR,مسيرو الات صناعة المواد النسيجية والفراء والجلد اخرون غير مصنفين اعلاه
8159,FR,autres conducteurs de machines pour la fabrication de produits textiles et d'articles en fourrure et en cuir n.c.a.
8161,FR,conducteurs de machines pour la préparation des viandes et poissons
8161,AR,مسيرو االت تهيي اللحوم واالسماك
8161,AR,مسيرو الات تهيي اللحوم والاسماك
8162,AR,مسيرو االت صناعة المواد الحليبية
8162,FR,conducteurs de machines pour la fabrication des produits laitiers
8162,AR,مسيرو الات صناعة المواد الحليبية
8163,AR,مسيرو االت طحن الحبوب والعطريات
8163,AR,مسيرو الات طحن الحبوب والعطريات
8163,FR,conducteurs de machines à moudre les céréales et les épices
8164,FR,"conducteurs de machines pour la production d'articles de boulangerie-pâtisserie, d'articles à base de céréales et d'articles de chocolaterie"
8164,AR,مسيرو االت انتاج مواد المخبزة والمقشدة، وانتاج المواد المعدة من الحبوب ومواد الشوكوالتة
8164,AR,مسيرو الات انتاج مواد المخبزة والمقشدة، وانتاج المواد المعدة من الحبوب ومواد الشوكولاتة
8165,AR,مسيرو االت معالجة الفواكه، الخضراوات، اللوز والجوز
8165,FR,"conducteurs de machines pour le traitement des fruits, des légumes, des noix et amandes"
8165,AR,مسيرو الات معالجة الفواكه، الخضراوات، اللوز والجوز
8166,FR,conducteurs de machines pour la production du sucre
8166,AR,مسيرو الات انتاج السكر
8166,AR,مسيرو االت انتاج السكر
8167,FR,conducteurs de machines de brasserie et de machines pour la fabrication des boissons
8167,AR,مسيرو االت اعداد الخمور واالت صناعة المشروبات
8167,AR,مسيرو الات اعداد الخمور والات صناعة المشروبات
8169,AR,مسيرو الات الصناعات الغذايية والمنتوجات المشابهة غير مصنفين اعلاه
8169,FR,autres conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes n.c.a.
8169,FR,autres conducteurs de machines pour la fabrication de denrées alimentaires et de produits connexes n.c.a
8169,AR,مسيرو االت الصناعات الغذايية والمنتوجات المشابهة غير مصنفين اعاله
8171,FR,conducteurs d'installations pour la fabrication du papier et de la pâte à papier
8171,AR,مسيرو تجهيزات صناعة الورق وعجين الورق
8171,AR,مسيرو تجهيزات صناعة الورق و عجين الورق
8172,FR,conducteurs d'installations pour le travail du bois
8172,AR,مسيرو تجهيزات تحويل الخشب
8179,FR,autres conducteurs d'installations pour la fabrication du papier et pour le travail du bois n.c.a.
8179,AR,مسيرو تجهيزات صناعة الورق وتحويل الخشب اخرون غير مصنفين اعلاه
8179,AR,مسيرو تجهيزات صناعة الورق و تحويل الخشب اخرون غير مصنفين اعاله
8179,FR,autres conducteurs d'installations pour la fabrication du papier et pour le travail du bois n.c.a
8181,AR,مسيرو التجهيزات الزجاجية والفخارية
8181,FR,conducteurs d'installations de verrerie et de céramique
8182,AR,مسيرو الات البخارية والغلايات
8182,FR,chauffeurs de machines à vapeur et de chaudières
8182,AR,مسيرو االت البخارية والغاليات
8183,FR,"conducteurs de machines d'emballage, d'embouteillage et d'étiquetage"
8183,AR,مسيرو الات التغليف، التعبية ووضع العلامات
8183,AR,مسيرو االت التغليف، التعبية ووضع العالمات
